OBJECTID,Shape,nombre,id_ruta,codigo,recorrido,from_date,sistema,tipo,empresa,id_gflota,longitud,fecha_actualizacion,Shape_Length
221,"(4717642.081361576, 2248350.880738519)",Sierra Minorista,90275,103,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransi,111845,24282.419830052855,2024-11-04 05:11:05,17649.03133620017
222,"(4713399.363448559, 2248980.5277253306)",Simón Bolívar-Unicentro-Centro,90288,195,Origen Destino_Destino Origen,2020-04-01 00:00:00,8A,Directa Centro,Tax Maya,112015,19771.237631351974,2024-11-04 05:11:05,18382.10076963182
223,"(4713079.907198086, 2249132.4434749936)",Simón Bolívar-Unicentro-estación Santa Lucía,90289,195i,Origen Destino_Destino Origen,2020-11-06 00:00:00,8A,Integrada,Tax Maya,112022,13880.091692073896,2024-11-04 05:11:05,13631.084545271815
224,"(4710493.571073717, 2250304.984238359)",Socorro,90314,227iB-2,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Metrosan,111992,3011.779642595471,2024-11-04 05:11:05,2596.1613876896627
225,"(4714851.63920417, 2248757.9847464217)",Terminal del Norte-Terminal del Sur,90004,313,Origen Destino_Destino Origen,2020-05-11 00:00:00,Circular 313,Circular,Combuses,142437,20445.24784025036,2024-11-04 05:11:05,20176.604385322167
226,"(4715627.535958955, 2250735.9221812487)",Terminal de Transporte Norte,90172,287,Origen Destino_Destino Origen,2020-05-11 00:00:00,5A,Directa Centro,Autobuses Poblado Laureles,110945,10186.7661723081,2024-11-04 05:11:05,10186.766172316904
227,"(4714983.894281964, 2251715.166039711)",Torres,90098,260T,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Palenque Robledal,110375,14608.176353560113,2024-11-04 05:11:05,12304.632119728152
228,"(4717381.679270145, 2249022.913715406)",Tres Esquinas,90254,106,Origen Destino_Destino Origen,2024-08-27 00:00:00,6F,Directa Centro,Cootransmallat,111646,10365.3861368338,2024-11-04 05:11:05,8005.824644463007
229,"(4717123.924003, 2249581.987890467)",Tres Esquinas - Minorista,90255,106,Origen Destino_Destino Origen,2024-08-27 00:00:00,6F,Directa Centro,Cootransmallat,111656,10356.063683099168,2024-11-04 05:11:05,7947.874926968806
230,"(4717808.365632285, 2249288.377190119)",Tres Esquinas - Minorista horario especial,90256,106,Origen Destino_Destino Origen,2024-08-27 00:00:00,6F,Directa Centro,Cootransmallat,112945,7414.076231875851,2024-11-04 05:11:05,5005.887475737898
231,"(4711809.366577282, 2253107.1539384634)",Tulipanes La Huerta integrada,90066,250Aii,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Integrada,Palenque Robledal,110252,5506.116293044126,2024-11-04 05:11:05,3046.452274885806
232,"(4711977.196129177, 2251673.081858703)",Vereda El Llano - Centro,90088,255V1D,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Rápido San Cristóbal,110146,30474.72431176948,2024-11-04 05:11:05,22284.284953193168
233,"(4707855.8998276675, 2253224.2885228787)",Vereda El Llano - Parque San Cristóbal,90087,255V1,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa No Centro,Rápido San Cristóbal,110156,6458.309906122921,2024-11-04 05:11:05,3912.194978077064
234,"(4701618.44469796, 2259730.398072148)",Vereda La Aldea,90103,255V,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa No Centro,Rápido San Cristóbal,112826,10451.870849943014,2024-11-04 05:11:05,5409.4905594395605
235,"(4701837.612594221, 2258169.1978118285)",Vereda La Suiza-La Frisola-La Guayabala-La Volcana,90102,255V,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa No Centro,Rápido San Cristóbal,112816,19125.49732206048,2024-11-04 05:11:05,9608.77639284067
236,"(4710245.636217491, 2253705.8482786575)",Vereda Yolombó - Parque San Cristóbal,90089,255V2,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa No Centro,Rápido San Cristóbal,110166,15298.18446474737,2024-11-04 05:11:05,8163.9243666482125
237,"(4714384.794005702, 2250638.199354182)",Villa Flora-Curazao,90365,250VF_C,Origen Destino_Destino Origen,2021-11-11 00:00:00,2A,Directa Centro,Palenque Robledal,,16541.91213897484,2024-11-04 05:11:05,14120.4942088199
238,"(4713165.237074666, 2252250.6959525542)",Villa Flora integrada,90068,250iVF,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Integrada,Palenque Robledal,110282,16026.49848643269,2024-11-04 05:11:05,9644.225439429189
239,"(4716824.837850344, 2250142.8767217584)",Villa Hermosa - Derecho,90229,81,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Flota Nueva Villa,111425,11936.55434006788,2024-11-04 05:11:05,10071.353329822394
240,"(4717177.913334746, 2249909.7491410514)",Villa Hermosa - La Mansión,90227,080 V-M,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Flota Nueva Villa,111395,14922.034985477918,2024-11-04 05:11:05,12769.708036822241
241,"(4716952.774540089, 2249686.802592249)",Villa Hermosa - La Mansión-Directa La 33,90226,080 V-33,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Flota Nueva Villa,111405,16630.45641119026,2024-11-04 05:11:05,14478.129462526984
242,"(4717531.335750321, 2250167.484345869)",Villa Hermosa - La Mansión-Directa Oriental,90228,080 V-O,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Flota Nueva Villa,111415,12610.376895389716,2024-11-04 05:11:05,10458.049946737077
243,"(4717587.166074076, 2250247.3965934184)",Villa Hermosa - Los Ángeles,90230,082 V-LA,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Flota Nueva Villa,111435,12981.780023891835,2024-11-04 05:11:05,10722.534581249354
244,"(4717595.0916222315, 2250248.1509128697)",Villa Hermosa - Los Ángeles - Directa,90231,082 V-LAD,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Flota Nueva Villa,111445,13084.349528728293,2024-11-04 05:11:05,10107.967807286102
245,"(4717555.049430842, 2250321.6070152777)",Villa Hermosa-Los Angeles-Hospital la Piloto,90370,082 V-LA PILOTO,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Flota Nueva Villa,,12961.371049558056,2024-11-04 05:11:05,10267.708655200928
246,"(4710771.92695149, 2249406.036768758)",Villa Laura-San Javier,90304,221i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Conducciones América,112312,6674.717957551284,2024-11-04 05:11:05,4520.766350376434
247,"(4717241.009341126, 2252309.1480879183)",Villanueva,90219,37 - 39,Origen Destino_Destino Origen,2020-07-13 00:00:00,6C,Directa Centro,Autocol,121365,18861.890767747158,2024-11-04 05:11:05,14329.811487939374
248,"(4717244.731543687, 2248554.806162457)",Villatina,90272,95,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Copatra,111815,13417.469832647608,2024-11-04 05:11:05,10791.659400861488
249,"(4716816.046187601, 2248802.5443903063)",Villatina Minorista,90273,95,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Copatra,111825,16453.085721661144,2024-11-04 05:11:05,13827.27528987578
